salary,existing_loans,credit_score,loan_amount,loan_duration,employment_years,debt_ratio,income_stability,credit_utilization,loan_to_income,approved
15000.0,6328.695191886115,722,38340.65405617127,180,2.2,100.0,14.6667,23.2727,2.556,0
26512.389080588047,3829.456451580628,658,11079.116654255986,48,5.7,100.0,38.0,34.9091,0.4179,1
42127.6304307084,30108.93728281871,751,39554.030526832896,180,5.4,100.0,36.0,18.0,0.9389,1
23186.606636950866,938.7503970140681,582,62657.683568813874,120,6.3,48.5841,42.0,48.7273,2.7023,1
130541.54170866605,4393.04558921068,693,42392.972151929396,36,1.6,40.383,10.6667,28.5455,0.3247,1
20783.51021653747,343.4660664550513,665,17536.659903360483,84,1.9,19.8311,12.6667,33.6364,0.8438,1
37645.67331310703,10773.639597305166,671,108772.10122966695,48,0.7,100.0,4.6667,32.5455,2.8894,0
53021.05333381142,20015.76024931102,751,103718.98845282162,240,5.3,100.0,35.3333,18.0,1.9562,1
116397.22495932643,2628.447319312155,708,117155.28399318254,36,0.2,27.098,1.3333,25.8182,1.0065,1
20712.293861060905,15634.698364102636,673,10000.0,48,4.6,100.0,30.6667,32.1818,0.4828,0
98508.51314494575,2764.9557433463947,517,37050.68892723456,48,10.2,33.6818,68.0,60.5455,0.3761,1
49322.70672299772,19332.318276911767,573,47389.83443593731,180,11.1,100.0,74.0,50.3636,0.9608,1
27203.333757053864,11218.151132897356,640,72905.25309856188,180,3.0,100.0,20.0,38.1818,2.68,0
64683.542676689256,13074.222137411509,657,92042.53804344777,60,3.1,100.0,20.6667,35.0909,1.423,0
55239.62491177742,145.3651713133157,559,124007.43930878238,36,0.4,3.1578,2.6667,52.9091,2.2449,1
34196.202323236415,26333.799779491175,842,95043.88501965496,12,5.6,100.0,37.3333,1.4545,2.7794,1
51117.452341991186,10376.632417317465,771,71651.80559647972,24,8.6,100.0,57.3333,14.3636,1.4017,1
38902.42402307462,2907.8828911817836,698,31761.841371035032,12,1.4,89.6977,9.3333,27.6364,0.8164,1
52475.95833143978,14147.218972839262,655,89010.68677806972,48,2.7,100.0,18.0,35.4545,1.6962,0
72931.6809635681,2644.952620858553,633,200695.2926218192,60,9.1,43.5194,60.6667,39.4545,2.7518,1
126957.80798938265,16493.05437931533,573,313815.69593531394,48,10.5,100.0,70.0,50.3636,2.4718,0
23325.692179373327,955.4987398487538,656,11143.629642576274,12,1.4,49.156,9.3333,35.2727,0.4777,1
176278.43214406652,9730.684000353493,670,382514.7774701358,48,4.0,66.2408,26.6667,32.7273,2.1699,0
15195.389223931496,6224.386967738043,550,28022.171482087397,180,1.1,100.0,7.3333,54.5455,1.8441,0
44753.67946384463,812.1385722120762,676,123079.35736166904,36,0.5,21.7762,3.3333,31.6364,2.7502,1
69772.15780718929,2215.454679106411,637,44005.28775345988,240,12.1,38.1032,80.6667,38.7273,0.6307,1
58023.020771900025,99.85286780022416,497,101070.15515300009,12,8.6,2.0651,57.3333,64.1818,1.7419,1
33738.00710479803,5060.451013282256,581,90233.9623571338,24,7.1,100.0,47.3333,48.9091,2.6745,0
43266.184471077024,2867.8727586975556,616,60878.30028700717,24,0.2,79.5413,1.3333,42.5455,1.4071,0
36468.32808583444,7297.542803324575,801,58399.88017383516,180,9.3,100.0,62.0,8.9091,1.6014,1
34419.58958070553,2821.8937595618936,694,16873.991412774398,36,2.9,98.3821,19.3333,28.3636,0.4902,1
81614.42140266791,2852.4751649973928,543,85775.76358238819,6,2.1,41.9408,14.0,55.8182,1.051,1
60730.983997177944,10875.44978261621,688,71429.83711682777,6,4.0,100.0,26.6667,29.4545,1.1762,0
32346.27811740467,394.7223459196429,526,92246.10610690396,84,0.5,14.6436,3.3333,58.9091,2.8518,0
84099.83846919361,18655.69889752943,736,89415.10581822501,84,7.1,100.0,47.3333,20.7273,1.0632,1
58946.15697200993,15298.62025291261,612,91033.23728588379,12,4.4,100.0,29.3333,43.2727,1.5443,0
79834.99900442363,8816.257436107297,642,168653.18726600963,180,1.0,100.0,6.6667,37.8182,2.1125,0
71523.21098441885,7195.893120610721,756,52776.62731513727,180,1.0,100.0,6.6667,17.0909,0.7379,1
29810.113480168042,17827.431123544447,547,48095.47150216083,48,1.0,100.0,6.6667,55.0909,1.6134,0
35027.59210971122,1639.77900867191,538,80355.2370589354,24,0.3,56.1767,2.0,56.7273,2.2941,0
76755.18061751922,658.0940825928193,603,202672.75098710824,24,4.4,10.2887,29.3333,44.9091,2.6405,1
70701.50644749108,2190.3403202745512,733,140759.63212668328,24,9.2,37.1761,61.3333,21.2727,1.9909,1
48409.872231063644,12661.521886901872,528,101972.70868836016,60,0.1,100.0,0.6667,58.5455,2.1064,0
52596.056792058575,282.28434796261206,423,33712.25131669975,36,0.3,6.4404,2.0,77.6364,0.641,1
105514.0013671504,6993.647513756537,613,301094.38949351356,120,4.3,79.538,28.6667,43.0909,2.8536,0
34374.04891636351,43119.10487088067,694,22616.405801041128,48,8.6,100.0,57.3333,28.3636,0.658,1
68067.72393109354,15486.669950686151,746,162791.9209667741,6,2.0,100.0,13.3333,18.9091,2.3916,1
43420.38926670743,5895.884576070542,612,44071.87177465132,180,2.2,100.0,14.6667,43.2727,1.015,0
43018.747071154314,526.0498572202521,617,121343.0438752158,6,4.5,14.6741,30.0,42.3636,2.8207,1
94775.49006457433,14240.553234613913,742,212665.84607947286,60,1.6,100.0,10.6667,19.6364,2.2439,0
80438.62975699182,7309.922060349644,500,187848.09276992542,6,0.1,100.0,0.6667,63.6364,2.3353,0
79866.02174953617,976.7354184225383,618,71197.3451609582,24,6.6,14.6756,44.0,42.1818,0.8915,1
107289.6305648813,788.467704595692,665,160527.59679984653,240,4.9,8.8188,32.6667,33.6364,1.4962,1
49642.48532163173,19230.46184627471,685,97701.15819504399,48,4.3,100.0,28.6667,30.0,1.9681,0
73804.26371066578,8849.936885504409,609,175575.08622781347,240,6.8,100.0,45.3333,43.8182,2.3789,0
40694.16300535548,14142.162556179239,652,23630.70633275393,84,5.6,100.0,37.3333,36.0,0.5807,1
59545.726649394535,16894.32296603953,450,172586.52158505877,240,1.2,100.0,8.0,72.7273,2.8984,0
45338.60551347724,6784.802696519361,597,122577.2639200269,120,2.2,100.0,14.6667,46.0,2.7036,0
51958.3429290722,5829.30541049263,686,53514.03777219604,180,0.7,100.0,4.6667,29.8182,1.0299,0
70059.08351685207,4502.952336756594,571,176650.66222361426,60,0.7,77.1284,4.6667,50.7273,2.5215,0
30003.448080607915,3049.457760907065,654,50990.09769161074,180,5.6,100.0,37.3333,35.6364,1.6995,0
172031.4117218519,4561.7175190650705,685,266111.52012317727,120,9.8,31.8201,65.3333,30.0,1.5469,1
26806.229167128542,11893.503397333807,622,30799.60903566109,180,16.4,100.0,100.0,41.4545,1.149,1
23658.715173735996,7368.887262536882,663,44209.0344053338,240,4.9,100.0,32.6667,34.0,1.8686,1
98210.3144638383,17843.84884503469,572,223006.22172734182,36,1.0,100.0,6.6667,50.5455,2.2707,0
78825.95630790268,4686.980191375552,633,111106.67076497037,180,0.6,71.3518,4.0,39.4545,1.4095,0
71287.18738835226,7473.389030122311,698,142495.37582139645,84,8.4,100.0,56.0,27.6364,1.9989,0
71468.15933847745,7982.339677527411,662,156382.68744831832,48,4.3,100.0,28.6667,34.1818,2.1881,0
48661.91334659422,7165.969045276103,603,108030.85424784855,48,4.8,100.0,32.0,44.9091,2.22,1
28613.885246135844,9702.326500423822,667,12598.935889101323,6,7.6,100.0,50.6667,33.2727,0.4403,1
51301.88293730861,2168.524157732902,707,134478.60434492337,12,6.1,50.7238,40.6667,26.0,2.6213,1
32653.357846028062,5745.484775219311,486,50197.482925917866,240,9.0,100.0,60.0,66.1818,1.5373,0
87998.21771799578,880.5263478266467,742,88748.26353787722,24,0.3,12.0074,2.0,19.6364,1.0085,1
44880.809234183645,3882.7098999924774,623,42760.82696769338,120,6.9,100.0,46.0,41.2727,0.9528,1
29872.74131702166,5350.2448693500255,684,47920.002637843216,60,9.5,100.0,63.3333,30.1818,1.6041,1
40423.577492033895,8449.579447354306,745,108919.11258448877,240,1.7,100.0,11.3333,19.0909,2.6944,0
62803.04713677362,24051.281049855545,540,82996.64285858096,48,5.1,100.0,34.0,56.3636,1.3215,0
34953.19879329093,7343.357794664802,593,81240.30492097624,6,1.9,100.0,12.6667,46.7273,2.3243,0
29931.53131224701,10887.942610852737,626,16803.878164695176,180,15.8,100.0,100.0,40.7273,0.5614,1
56738.73008973432,5646.067910845418,587,89950.92139996728,24,0.2,100.0,1.3333,47.8182,1.5854,0
56782.30035419745,8043.249797739213,788,169072.28486462208,24,4.3,100.0,28.6667,11.2727,2.9776,1
36164.53041838703,588.5886279690403,581,86078.1667828247,12,0.9,19.5304,6.0,48.9091,2.3802,0
36952.072592961355,2348.4377910811127,605,32090.174544797093,36,6.2,76.2643,41.3333,44.5455,0.8684,1
56343.93948597567,3593.494085675924,666,93186.78958023527,12,1.0,76.5334,6.6667,33.4545,1.6539,1
20560.959671344706,5116.75053253767,553,19137.871129138573,180,1.3,100.0,8.6667,54.0,0.9308,0
21068.235010021708,373.7878720187297,618,29618.030342526683,240,3.4,21.2901,22.6667,42.1818,1.4058,1
31854.484994756334,1206.8072843039777,675,76649.11753595626,84,12.3,45.462,82.0,31.8182,2.4062,1
43128.17216047896,2592.714032826729,623,102744.5464904946,120,1.2,72.1398,8.0,41.2727,2.3823,0
59073.90341889355,28471.991193852726,642,54104.07619951834,24,0.8,100.0,5.3333,37.8182,0.9159,0
118802.02487523136,3219.920389152896,607,331458.0009392401,60,7.1,32.5239,47.3333,44.1818,2.79,1
82009.94291210071,5262.874421030008,528,155813.48654182116,240,3.5,77.0083,23.3333,58.5455,1.8999,0
44535.27639201396,1746.220403565144,675,59044.67284389396,60,12.1,47.0518,80.6667,31.8182,1.3258,1
48464.665996445765,7548.885801119328,790,80219.97853948011,6,0.8,100.0,5.3333,10.9091,1.6552,0
26862.388259392603,2635.6274232912965,651,51943.59560081122,60,5.2,100.0,34.6667,36.1818,1.9337,0
48479.29693172133,1855.3815883940015,668,87830.15730456666,24,1.3,45.926,8.6667,33.0909,1.8117,1
41225.192489048735,5814.833514595364,705,66508.33903429277,24,0.9,100.0,6.0,26.3636,1.6133,1
59494.02320801874,44.16809549847818,548,98957.51366786446,24,5.8,0.8909,38.6667,54.9091,1.6633,1
29841.68241322555,61.54841816320241,786,23166.460877195972,240,4.5,2.475,30.0,11.6364,0.7763,1
66943.74431190788,1978.1458949394448,666,166983.0593906186,240,7.0,35.4593,46.6667,33.4545,2.4944,1
122963.5621522688,299.3005267055666,780,216754.37133197088,120,1.9,2.9209,12.6667,12.7273,1.7628,1
45924.03562382012,914.5441533021298,591,30030.44453107498,48,3.0,23.8971,20.0,47.0909,0.6539,1
62381.686971236806,3310.3251472402467,795,147758.77179203377,36,2.6,63.6788,17.3333,10.0,2.3686,1
74167.87582357708,12979.604875405168,712,208975.3135890537,180,20.7,100.0,100.0,25.0909,2.8176,1
38532.900618613654,6789.965940730502,694,110116.57321537138,180,1.7,100.0,11.3333,28.3636,2.8577,0
56075.56802568342,5750.472807904501,668,72693.44359027165,6,1.7,100.0,11.3333,33.0909,1.2963,0
49392.57757994775,2779.3300562931795,630,32890.29803898641,12,2.2,67.5242,14.6667,40.0,0.6659,1
51979.55042348408,21477.058748689728,746,88348.5498636848,120,4.2,100.0,28.0,18.9091,1.6997,1
30828.47730710928,4046.9042125973465,661,18621.78508535427,48,1.5,100.0,10.0,34.3636,0.604,0
49747.03309641024,728.9680809326047,492,140374.4880839435,84,12.3,17.5842,82.0,65.0909,2.8218,1
66091.73463959219,7679.151809679632,560,52586.879636134785,6,1.5,100.0,10.0,52.7273,0.7957,0
117088.59678244118,966.8475589653033,635,115035.77864644225,240,11.3,9.9089,75.3333,39.0909,0.9825,1
87165.37851255135,3387.686219386125,674,121850.10586775123,48,0.5,46.6381,3.3333,32.0,1.3979,1
178422.47542323894,5664.6562377579685,645,238112.65565825405,24,5.3,38.0983,35.3333,37.2727,1.3345,1
30933.39000823183,16585.928018391332,747,75650.3833766259,240,11.9,100.0,79.3333,18.7273,2.4456,1
82734.53454300752,5442.583397247624,493,126753.89169446046,12,0.9,78.9404,6.0,64.9091,1.5321,0
54721.13004240913,9692.244096740082,661,41646.84585217077,12,17.3,100.0,100.0,34.3636,0.7611,1
182386.21168460447,39488.12593582488,504,186301.44502371055,180,3.0,100.0,20.0,62.9091,1.0215,0
30182.604539695498,1127.8013273278525,710,50543.974883556395,36,14.6,44.8391,97.3333,25.4545,1.6746,1
29618.868741085138,2569.707064375213,642,20677.68983145498,36,5.6,100.0,37.3333,37.8182,0.6981,0
34213.1178622765,4014.6109186917993,683,66765.88420810306,84,1.8,100.0,12.0,30.3636,1.9515,0
15000.0,4383.073484171712,580,27412.76591532141,240,1.0,100.0,6.6667,49.0909,1.8275,0
35758.63248164709,4234.919019250262,752,79730.88890079067,240,1.8,100.0,12.0,17.8182,2.2297,0
31086.235229427264,19053.979061695314,733,88030.07744221532,12,0.5,100.0,3.3333,21.2727,2.8318,0
53649.97445331819,10015.020929355403,696,148239.56386059543,24,0.8,100.0,5.3333,28.0,2.7631,0
60177.4866517714,7490.013341054021,639,171770.8687658708,24,0.6,100.0,4.0,38.3636,2.8544,0
151100.80918326744,2961.239918635191,696,145167.39952610878,60,2.7,23.5173,18.0,28.0,0.9607,1
86703.9137387306,13888.64795102169,593,56810.687015863434,24,7.9,100.0,52.6667,46.7273,0.6552,0
34677.89761328472,24819.50715038525,718,38705.63455486832,48,0.8,100.0,5.3333,24.0,1.1161,0
28593.971766351988,13771.82248692053,781,77682.09995801839,36,0.7,100.0,4.6667,12.5455,2.7167,0
65851.10600827173,12.530649984333985,735,192584.48209096005,24,5.2,0.2283,34.6667,20.9091,2.9245,1
22200.27767772141,8093.63748053697,591,58168.66513204554,120,1.1,100.0,7.3333,47.0909,2.6202,0
147101.08161896214,419.9131799603565,678,87826.38407849916,240,0.5,3.4255,3.3333,31.2727,0.597,1
99475.2424345625,2383.014585779805,546,284305.7731803521,24,0.9,28.747,6.0,55.2727,2.8581,0
36993.3930230643,490.9591486557305,695,53383.93262411274,60,12.9,15.9258,86.0,28.1818,1.4431,1
17537.895617750513,7406.597345030336,686,10000.0,84,8.6,100.0,57.3333,29.8182,0.5702,1
110450.57607015358,9281.942123558083,500,165064.31031281012,84,2.2,100.0,14.6667,63.6364,1.4945,0
45765.05523974073,972.710891654504,557,19422.083428548478,12,5.3,25.5053,35.3333,53.2727,0.4244,1
103021.17073257703,3873.9743691948834,627,182189.88968854325,24,3.9,45.1244,26.0,40.5455,1.7685,1
18832.575801408202,4873.927086166314,625,22864.552578789277,240,5.7,100.0,38.0,40.9091,1.2141,0
34213.479616390556,3684.267584949915,553,53998.25630047662,240,5.7,100.0,38.0,54.0,1.5783,0
49175.27422877391,1031.9905893129385,681,96165.1979925795,36,5.0,25.1832,33.3333,30.7273,1.9556,1
50422.27679256833,4343.317313471046,670,133405.39223150507,84,1.5,100.0,10.0,32.7273,2.6458,0
37420.004388781505,11128.141517824592,634,78100.57303724106,12,0.2,100.0,1.3333,39.2727,2.0871,0
71232.89217023761,589.2383240578889,589,104849.96951235499,24,3.0,9.9264,20.0,47.4545,1.4719,1
25833.509406108824,668.6183645180784,733,64905.535168469185,84,11.1,31.0582,74.0,21.2727,2.5125,1
45006.95484795259,3505.2035098914425,782,123547.32127192493,84,4.2,93.4576,28.0,12.3636,2.7451,1
52689.811150094865,22740.754444222726,611,32844.29438459472,240,8.9,100.0,59.3333,43.4545,0.6234,1
66746.9111600012,8834.773110727341,601,115887.25797663628,24,23.9,100.0,100.0,45.2727,1.7362,1
75129.5267944436,9082.292093597463,689,80252.03007591906,6,0.9,100.0,6.0,29.2727,1.0682,1
24964.616090247455,3594.332778318445,621,10661.51961898617,24,5.9,100.0,39.3333,41.6364,0.4271,1
19526.57227196177,7204.535828587569,638,41104.92015176448,48,5.6,100.0,37.3333,38.5455,2.1051,0
105514.75639280904,81.46283002034468,709,277449.05761524325,84,19.5,0.9265,100.0,25.6364,2.6295,1
59837.53431603765,8086.92247940834,497,44270.03187396596,36,21.2,100.0,100.0,64.1818,0.7398,0
31285.439545875022,19561.2068763185,755,78010.77146771902,6,5.8,100.0,38.6667,17.2727,2.4935,1
124329.57545934561,7585.832351142746,655,323775.1616113586,60,1.4,73.2167,9.3333,35.4545,2.6042,0
52543.925795503805,16552.67290590035,617,145479.37594114983,12,8.0,100.0,53.3333,42.3636,2.7687,0
99466.71160518595,10298.054343257287,642,101085.00919460757,24,0.6,100.0,4.0,37.8182,1.0163,0
51047.46110431482,1027.7450962079763,646,139904.41245689342,36,7.6,24.1598,50.6667,37.0909,2.7407,1
168796.43730853923,18619.392927854195,511,196781.1037506013,60,12.1,100.0,80.6667,61.6364,1.1658,0
140533.9682537915,550.0332943210968,769,251740.27316659578,60,2.4,4.6967,16.0,14.7273,1.7913,1
42218.82585744933,6107.998767142775,653,18423.036269269265,84,5.0,100.0,33.3333,35.8182,0.4364,1
87811.04514003253,1226.4880816601249,685,36747.07296717181,48,2.8,16.7608,18.6667,30.0,0.4185,1
72202.18371264925,94.2053809158562,726,162094.45654167183,84,2.9,1.5657,19.3333,22.5455,2.245,1
111433.01583562893,4385.925485149901,568,167160.21469716053,12,1.9,47.2312,12.6667,51.2727,1.5001,0
27475.38861959205,2796.921753523021,687,27255.294642348174,6,7.2,100.0,48.0,29.6364,0.992,1
73985.97861068595,5324.263793785273,628,60233.20146223513,240,13.8,86.3558,92.0,40.3636,0.8141,1
92508.39647741694,6886.8460567392585,717,195088.59145857708,120,14.1,89.3348,94.0,24.1818,2.1089,1
17064.512746689208,357.7957300473005,479,10000.0,6,1.0,25.1607,6.6667,67.4545,0.586,1
24101.87440030299,1050.0163510774519,642,59673.979218889835,12,10.4,52.2789,69.3333,37.8182,2.4759,1
15000.0,6543.198717825973,601,10000.0,240,6.7,100.0,44.6667,45.2727,0.6667,0
41704.149003875755,3362.6081295284635,684,34073.20556978483,60,1.5,96.7561,10.0,30.1818,0.817,0
75397.19513307897,10450.214708491667,687,101246.23887235242,6,0.3,100.0,2.0,29.6364,1.3428,0
120742.35190616155,8451.129770013682,593,194288.76392591387,240,1.6,83.9917,10.6667,46.7273,1.6091,1
51249.28103166771,14945.895195978945,593,64496.54433858927,24,12.2,100.0,81.3333,46.7273,1.2585,1
130244.577509339,9434.054912821579,641,151855.12841511064,84,5.0,86.9201,33.3333,38.0,1.1659,0
21416.97530408214,4495.984068832049,578,62164.33924083285,120,6.4,100.0,42.6667,49.4545,2.9026,0
17640.815107244474,8941.54432884492,717,35850.81357229817,36,1.5,100.0,10.0,24.1818,2.0323,0
47413.93162616198,2576.876159841034,620,17224.01055553687,24,6.4,65.2182,42.6667,41.8182,0.3633,1
61724.68860743186,2925.881183047956,417,90209.08636911931,6,0.1,56.8825,0.6667,78.7273,1.4615,0
48068.53822580991,12446.614526802538,620,127983.61212295297,180,2.4,100.0,16.0,41.8182,2.6625,0
15000.0,4730.785031325402,566,16708.97554963205,240,4.9,100.0,32.6667,51.6364,1.1139,0
46468.4086255413,12810.977842154773,519,25804.006328869757,60,0.8,100.0,5.3333,60.1818,0.5553,0
22411.24900914153,13826.779473774983,551,52613.5195970174,60,8.7,100.0,58.0,54.3636,2.3476,0
73262.45373572313,15590.806658063564,658,141853.49899936566,180,1.3,100.0,8.6667,34.9091,1.9362,0
61081.17203416867,19876.236407945416,756,112379.8139004805,6,5.3,100.0,35.3333,17.0909,1.8398,0
27891.35681406607,4510.790965598474,675,12402.078984596614,60,2.6,100.0,17.3333,31.8182,0.4447,1
36014.605719825115,3071.9793931451777,601,24466.426108838325,48,4.5,100.0,30.0,45.2727,0.6793,0
25964.146559749024,6981.995438800666,686,51431.9461306182,60,0.6,100.0,4.0,29.8182,1.9809,0
47211.4884648652,3711.1854637807196,613,40654.96335260563,120,0.1,94.3292,0.6667,43.0909,0.8611,0
86949.72806589275,7351.838088602107,594,144422.5605925194,48,12.0,100.0,80.0,46.5455,1.661,0
27134.584449683167,9782.142978955688,557,48060.248271460834,12,1.6,100.0,10.6667,53.2727,1.7712,0
66332.01293319691,9328.408565392698,509,70674.730931566,12,8.6,100.0,57.3333,62.0,1.0655,0
35662.158834713,3754.308033926239,618,102020.44670776078,240,35.0,100.0,100.0,42.1818,2.8607,1
30463.24946924641,1460.430606438531,662,78432.29933040249,48,1.2,57.5289,8.0,34.1818,2.5747,1
45971.72368789965,4504.384108782889,642,103455.15639572537,24,1.5,100.0,10.0,37.8182,2.2504,0
26340.28002864263,1230.751159888804,616,13448.910769291813,240,5.4,56.0701,36.0,42.5455,0.5106,1
35165.13602022628,17665.259524296533,574,20626.14753111134,24,16.8,100.0,100.0,50.1818,0.5866,1
23891.386236607315,3395.6846093915206,698,38955.135424470245,120,12.4,100.0,82.6667,27.6364,1.6305,1
159346.29673379063,1342.2360282015993,544,116948.3969991611,84,3.5,10.1081,23.3333,55.6364,0.7339,1
50069.039959966525,206.2172351734133,712,147268.90596725346,6,7.9,4.9424,52.6667,25.0909,2.9413,1
32214.266589794,8303.654064164859,569,23452.135289794056,48,0.7,100.0,4.6667,51.0909,0.728,0
55736.3572538885,8104.66706397456,589,90079.047029606,180,19.0,100.0,100.0,47.4545,1.6162,1
45825.82932441518,3331.450136885933,532,58800.352188784724,36,16.7,87.2377,100.0,57.8182,1.2831,1
42933.95313610627,595.3050382101962,609,86998.9299081788,6,0.9,16.6387,6.0,43.8182,2.0263,1
70862.73819714696,4216.03158489397,728,45947.27926392866,120,1.8,71.3949,12.0,22.1818,0.6484,0
77227.01623527771,2982.6378042262663,691,112894.65006237169,48,0.5,46.346,3.3333,28.9091,1.4619,0
35656.94834837231,9043.812185269611,728,37143.97105228574,12,1.6,100.0,10.6667,22.1818,1.0417,0
34700.488915279304,7446.753968046684,691,93584.75891634276,6,8.5,100.0,56.6667,28.9091,2.6969,0
41563.139415336314,3627.925492471134,561,17023.4897762585,24,2.4,100.0,16.0,52.5455,0.4096,0
15000.0,1966.1051937939862,623,41505.9635072616,180,0.5,100.0,3.3333,41.2727,2.7671,0
19749.537704354774,35406.80247491624,587,50343.23400782575,6,2.1,100.0,14.0,47.8182,2.5491,0
111315.58567365522,4841.11417972235,756,122830.17386793069,36,19.9,52.188,100.0,17.0909,1.1034,1
131528.7355605669,9325.051508154598,554,319757.5055266895,120,5.0,85.0769,33.3333,53.8182,2.4311,0
42217.00480260084,1211.7286567574604,721,16223.007612943627,120,2.7,34.4429,18.0,23.4545,0.3843,1
69281.56814263719,5317.872658151365,721,201646.56651282555,240,0.9,92.1089,6.0,23.4545,2.9105,0
59086.04750674831,223.3836993834025,796,101734.73149764349,120,21.4,4.5368,100.0,9.8182,1.7218,1
310931.67891211517,5632.938955765616,617,347888.6359387728,240,8.6,21.7396,57.3333,42.3636,1.1189,1
95965.5879045769,26597.75990809719,706,122737.55650601469,120,1.7,100.0,11.3333,26.1818,1.279,0
45399.18558043236,3878.7515583579357,832,21759.577880405486,36,0.4,100.0,2.6667,3.2727,0.4793,1
27630.50612330217,318.2137661982651,600,82096.96691271705,120,0.3,13.8201,2.0,45.4545,2.9712,0
18697.258874474526,251.56035780669228,527,10000.0,180,0.6,16.1453,4.0,58.7273,0.5348,1
55385.78113169407,3928.010901040652,499,114551.59931699603,84,4.3,85.1051,28.6667,63.8182,2.0682,0
31138.166139726996,1395.0645908090469,707,46563.60899888272,12,13.2,53.7629,88.0,26.0,1.4954,1
20882.10339520996,189.0326166496045,499,59766.120788905566,180,3.4,10.8628,22.6667,63.8182,2.8621,0
33258.187935057744,11291.703233143284,620,32067.521487284066,120,9.3,100.0,62.0,41.8182,0.9642,1
25618.53002756412,4907.637635630523,684,44490.02115435259,48,3.0,100.0,20.0,30.1818,1.7366,1
134899.45215166616,2731.4173826346846,664,216157.72400087395,24,6.2,24.2974,41.3333,33.8182,1.6024,1
83198.43813104312,18427.338154572346,684,182848.48541047226,84,6.6,100.0,44.0,30.1818,2.1977,1
48786.86594816623,987.6433879829225,667,23594.676171739233,12,1.0,24.2929,6.6667,33.2727,0.4836,1
119129.50805851846,24973.780385127797,752,98071.06247983598,24,2.2,100.0,14.6667,17.8182,0.8232,0
51350.03950007154,3014.63308392421,573,45153.37421517414,180,5.1,70.449,34.0,50.3636,0.8793,1
29238.145229350925,17542.937084544865,595,67043.27279108937,36,0.4,100.0,2.6667,46.3636,2.293,0
122256.23967999886,7389.4009654781785,588,99110.0135393877,36,2.2,72.5303,14.6667,47.6364,0.8107,1
67734.16782617521,14022.188411011071,716,125201.71628011836,24,3.8,100.0,25.3333,24.3636,1.8484,0
26308.63016262086,33087.91676800226,722,23182.068233328937,48,27.9,100.0,100.0,23.2727,0.8812,1
43730.31261564307,2721.9757191888934,686,114852.74053114055,24,3.2,74.6935,21.3333,29.8182,2.6264,0
28987.762813616726,25981.38932767724,744,82438.31974328538,180,8.5,100.0,56.6667,19.2727,2.8439,0
21382.330051848276,3947.578637532975,555,36348.48639895963,24,2.8,100.0,18.6667,53.6364,1.6999,0
85451.69534270279,3895.7257856796814,783,106920.06549073053,12,8.0,54.7078,53.3333,12.1818,1.2512,1
154145.1522079133,3328.817101043837,771,143656.4983222724,48,4.5,25.9144,30.0,14.3636,0.932,1
21180.99202142629,6236.747975151042,708,10000.0,60,10.9,100.0,72.6667,25.8182,0.4721,1
68719.03692042711,1339.2590392950926,792,70433.59102938171,6,2.6,23.3867,17.3333,10.5455,1.025,1
33177.07679765891,6454.317138332539,517,68558.32596985731,60,4.6,100.0,30.6667,60.5455,2.0664,0
36597.117876357726,6241.934304716102,608,63707.0080499547,240,5.0,100.0,33.3333,44.0,1.7408,0
34357.088778494195,11480.577106451965,591,97880.30365639288,24,2.7,100.0,18.0,47.0909,2.8489,0
29190.702738558848,14349.288381667628,707,39989.76260446939,36,0.8,100.0,5.3333,26.0,1.3699,0
50468.919823982076,4644.8554523605235,565,109690.71610767896,60,0.5,100.0,3.3333,51.8182,2.1734,0
29775.164832768372,2880.1097986315735,710,48270.64619856657,120,0.1,100.0,0.6667,25.4545,1.6212,0
57657.41252378385,2401.6536723370987,759,97092.53325197558,180,10.3,49.9846,68.6667,16.5455,1.684,1
47565.22159110415,1731.566616880975,705,48658.77692581863,60,1.3,43.6849,8.6667,26.3636,1.023,1
42473.31060491524,475.00766246704643,672,64914.81044932046,84,1.2,13.4204,8.0,32.3636,1.5284,1
28437.43820770398,3353.851187335918,570,44678.6134688012,48,6.7,100.0,44.6667,50.9091,1.5711,0
34680.650976223274,2520.4008536413517,582,76572.6164795462,180,1.9,87.2095,12.6667,48.7273,2.2079,0
77129.00862111557,27149.974259437287,749,219025.40522413285,36,3.5,100.0,23.3333,18.3636,2.8397,0
66207.58501150043,6526.294797232923,712,78731.90498600095,240,0.9,100.0,6.0,25.0909,1.1892,1
27267.93784643312,3412.8199641368064,646,11287.324690715976,60,16.1,100.0,100.0,37.0909,0.4139,1
52031.22942999999,6948.916188980581,616,85331.05178676895,48,9.5,100.0,63.3333,42.5455,1.64,0
76943.9315587756,1199.1140600171582,487,136194.2672563033,6,10.0,18.7011,66.6667,66.0,1.77,1
18004.136775365572,4696.525387543224,564,13589.333179571466,48,2.6,100.0,17.3333,52.0,0.7548,0
67915.26576355366,7873.0096462560905,802,159821.9004944073,48,7.2,100.0,48.0,8.7273,2.3533,1
32939.431490180395,5369.4861678358,547,97477.94265057515,180,0.8,100.0,5.3333,55.0909,2.9593,0
69034.33035033048,4110.357558846016,665,196995.79458267067,6,0.0,71.4489,0.0,33.6364,2.8536,0
31009.364114839427,40728.33011153968,730,25805.568137665858,48,0.1,100.0,0.6667,21.8182,0.8322,0
